28-04-2023 02:17:28 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - (Version.java:21) - HV000001: Hibernate Validator 8.0.0.Final
28-04-2023 03:13:29 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:208) - Finished Spring Data repository scanning in 64 ms. Found 2 JPA repository interfaces.
28-04-2023 03:13:30 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:108) - Tomcat initialized with port(s): 8080 (http)
28-04-2023 03:13:30 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - (ServletWebServerApplicationContext.java:291) - Root WebApplicationContext: initialization completed in 2187 ms
28-04-2023 03:13:31 [restartedMain] INFO  org.hibernate.jpa.internal.util.LogHelper - (LogHelper.java:31) - HHH000204: Processing PersistenceUnitInfo [name: default]
28-04-2023 03:13:31 [restartedMain] INFO  org.hibernate.Version - (Version.java:44) - HHH000412: Hibernate ORM core version 6.1.7.Final
28-04-2023 03:13:31 [restartedMain] WARN  org.hibernate.orm.deprecation - (EntityManagerFactoryBuilderImpl.java:606) - HHH90000021: Encountered deprecated setting [javax.persistence.validation.mode], use [jakarta.persistence.validation.mode] instead
28-04-2023 03:13:31 [restartedMain] INFO  SQL dialect - (DialectFactoryImpl.java:66) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
28-04-2023 03:13:32 [restartedMain] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - (JtaPlatformInitiator.java:51) - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
28-04-2023 03:13:32 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:437) - Initialized JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 03:13:33 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration - (JpaBaseConfiguration.java:231) - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
28-04-2023 03:13:34 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain - (DefaultSecurityFilterChain.java:54) - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2587d41d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3be68a10, org.springframework.security.web.context.SecurityContextHolderFilter@5aae5ce9, org.springframework.security.web.header.HeaderWriterFilter@66223803, org.springframework.security.web.authentication.logout.LogoutFilter@7c79819, org.springframework.security.oauth2.server.resource.web.authentication.BearerTokenAuthenticationFilter@2cc20e9f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7c4b3a79, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5af48b5a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@76cdd05, org.springframework.security.web.session.SessionManagementFilter@62a3e2c6, org.springframework.security.web.access.ExceptionTranslationFilter@d41c8c8, org.springframework.security.web.access.intercept.AuthorizationFilter@fcfd016]
28-04-2023 03:13:34 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer - (OptionalLiveReloadServer.java:59) - LiveReload server is running on port 35729
28-04-2023 03:13:34 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:220) - Tomcat started on port(s): 8080 (http) with context path ''
28-04-2023 03:13:34 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:57) - Started BlogApiApplication in 6.214 seconds (process running for 7.784)
28-04-2023 03:14:21 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:650) - Closing JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 03:19:51 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - (Version.java:21) - HV000001: Hibernate Validator 8.0.0.Final
28-04-2023 03:19:51 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:51) - Starting BlogApiApplication using Java 19.0.2 with PID 8860 (C:\Users\90538\Desktop\BlogAPI\target\classes started by 90538 in C:\Users\90538\Desktop\BlogAPI)
28-04-2023 03:19:51 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (SpringApplication.java:632) - No active profile set, falling back to 1 default profile: "default"
28-04-2023 03:19:51 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
28-04-2023 03:19:51 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
28-04-2023 03:19:52 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:138) - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
28-04-2023 03:19:52 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:208) - Finished Spring Data repository scanning in 75 ms. Found 4 JPA repository interfaces.
28-04-2023 03:19:53 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:108) - Tomcat initialized with port(s): 8080 (http)
28-04-2023 03:19:53 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - (ServletWebServerApplicationContext.java:291) - Root WebApplicationContext: initialization completed in 2048 ms
28-04-2023 03:19:53 [restartedMain] INFO  org.hibernate.jpa.internal.util.LogHelper - (LogHelper.java:31) - HHH000204: Processing PersistenceUnitInfo [name: default]
28-04-2023 03:19:54 [restartedMain] INFO  org.hibernate.Version - (Version.java:44) - HHH000412: Hibernate ORM core version 6.1.7.Final
28-04-2023 03:19:54 [restartedMain] WARN  org.hibernate.orm.deprecation - (EntityManagerFactoryBuilderImpl.java:606) - HHH90000021: Encountered deprecated setting [javax.persistence.validation.mode], use [jakarta.persistence.validation.mode] instead
28-04-2023 03:19:54 [restartedMain] INFO  SQL dialect - (DialectFactoryImpl.java:66) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
28-04-2023 03:19:55 [restartedMain] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - (JtaPlatformInitiator.java:51) - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
28-04-2023 03:19:55 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:437) - Initialized JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 03:19:56 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration - (JpaBaseConfiguration.java:231) - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
28-04-2023 03:19:56 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain - (DefaultSecurityFilterChain.java:54) - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5c16cf52, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5f7c831a, org.springframework.security.web.context.SecurityContextHolderFilter@660980e0, org.springframework.security.web.header.HeaderWriterFilter@60ae8224, org.springframework.security.web.authentication.logout.LogoutFilter@5c3621c9, org.springframework.security.oauth2.server.resource.web.authentication.BearerTokenAuthenticationFilter@5c462831, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@b00ac52, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@21ad2ebc, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@32162f64, org.springframework.security.web.session.SessionManagementFilter@4edf1af2, org.springframework.security.web.access.ExceptionTranslationFilter@43f53602, org.springframework.security.web.access.intercept.AuthorizationFilter@691b20da]
28-04-2023 03:19:56 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer - (OptionalLiveReloadServer.java:59) - LiveReload server is running on port 35729
28-04-2023 03:19:56 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:220) - Tomcat started on port(s): 8080 (http) with context path ''
28-04-2023 03:19:56 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:57) - Started BlogApiApplication in 5.572 seconds (process running for 6.551)
28-04-2023 03:20:04 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - (FrameworkServlet.java:532) - Initializing Servlet 'dispatcherServlet'
28-04-2023 03:20:04 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - (FrameworkServlet.java:554) - Completed initialization in 5 ms
28-04-2023 03:20:07 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:650) - Closing JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 03:20:36 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - (Version.java:21) - HV000001: Hibernate Validator 8.0.0.Final
28-04-2023 03:20:36 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:51) - Starting BlogApiApplication using Java 19.0.2 with PID 24632 (C:\Users\90538\Desktop\BlogAPI\target\classes started by 90538 in C:\Users\90538\Desktop\BlogAPI)
28-04-2023 03:20:36 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (SpringApplication.java:632) - No active profile set, falling back to 1 default profile: "default"
28-04-2023 03:20:36 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
28-04-2023 03:20:36 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
28-04-2023 03:20:37 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:138) - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
28-04-2023 03:20:37 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:208) - Finished Spring Data repository scanning in 91 ms. Found 4 JPA repository interfaces.
28-04-2023 03:20:38 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:108) - Tomcat initialized with port(s): 8080 (http)
28-04-2023 03:20:38 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - (ServletWebServerApplicationContext.java:291) - Root WebApplicationContext: initialization completed in 2054 ms
28-04-2023 03:20:38 [restartedMain] INFO  org.hibernate.jpa.internal.util.LogHelper - (LogHelper.java:31) - HHH000204: Processing PersistenceUnitInfo [name: default]
28-04-2023 03:20:38 [restartedMain] INFO  org.hibernate.Version - (Version.java:44) - HHH000412: Hibernate ORM core version 6.1.7.Final
28-04-2023 03:20:39 [restartedMain] WARN  org.hibernate.orm.deprecation - (EntityManagerFactoryBuilderImpl.java:606) - HHH90000021: Encountered deprecated setting [javax.persistence.validation.mode], use [jakarta.persistence.validation.mode] instead
28-04-2023 03:20:39 [restartedMain] INFO  SQL dialect - (DialectFactoryImpl.java:66) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
28-04-2023 03:20:40 [restartedMain] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - (JtaPlatformInitiator.java:51) - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
28-04-2023 03:20:40 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:437) - Initialized JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 03:20:41 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration - (JpaBaseConfiguration.java:231) - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
28-04-2023 03:20:41 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain - (DefaultSecurityFilterChain.java:54) - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6945b35a, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@63410054, org.springframework.security.web.context.SecurityContextHolderFilter@2af7994e, org.springframework.security.web.header.HeaderWriterFilter@58d8d709, org.springframework.security.web.authentication.logout.LogoutFilter@5671d9d7, org.springframework.security.oauth2.server.resource.web.authentication.BearerTokenAuthenticationFilter@49b549, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@28323eed, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@25482db6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2e6f0288, org.springframework.security.web.session.SessionManagementFilter@7ba62d5, org.springframework.security.web.access.ExceptionTranslationFilter@568d42dc, org.springframework.security.web.access.intercept.AuthorizationFilter@51f198bc]
28-04-2023 03:20:41 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer - (OptionalLiveReloadServer.java:59) - LiveReload server is running on port 35729
28-04-2023 03:20:41 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:220) - Tomcat started on port(s): 8080 (http) with context path ''
28-04-2023 03:20:41 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:57) - Started BlogApiApplication in 5.651 seconds (process running for 6.579)
28-04-2023 03:20:44 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - (FrameworkServlet.java:532) - Initializing Servlet 'dispatcherServlet'
28-04-2023 03:20:44 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - (FrameworkServlet.java:554) - Completed initialization in 3 ms
28-04-2023 03:20:56 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:650) - Closing JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 03:32:57 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - (Version.java:21) - HV000001: Hibernate Validator 8.0.0.Final
28-04-2023 03:32:57 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:51) - Starting BlogApiApplication using Java 19.0.2 with PID 21424 (C:\Users\90538\Desktop\BlogAPI\target\classes started by 90538 in C:\Users\90538\Desktop\BlogAPI)
28-04-2023 03:32:57 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (SpringApplication.java:632) - No active profile set, falling back to 1 default profile: "default"
28-04-2023 03:32:57 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
28-04-2023 03:32:57 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
28-04-2023 03:32:58 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:138) - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
28-04-2023 03:32:59 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:208) - Finished Spring Data repository scanning in 53 ms. Found 4 JPA repository interfaces.
28-04-2023 03:32:59 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:108) - Tomcat initialized with port(s): 8080 (http)
28-04-2023 03:32:59 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - (ServletWebServerApplicationContext.java:291) - Root WebApplicationContext: initialization completed in 2040 ms
28-04-2023 03:33:00 [restartedMain] INFO  org.hibernate.jpa.internal.util.LogHelper - (LogHelper.java:31) - HHH000204: Processing PersistenceUnitInfo [name: default]
28-04-2023 03:33:00 [restartedMain] INFO  org.hibernate.Version - (Version.java:44) - HHH000412: Hibernate ORM core version 6.1.7.Final
28-04-2023 03:33:00 [restartedMain] WARN  org.hibernate.orm.deprecation - (EntityManagerFactoryBuilderImpl.java:606) - HHH90000021: Encountered deprecated setting [javax.persistence.validation.mode], use [jakarta.persistence.validation.mode] instead
28-04-2023 03:33:01 [restartedMain] INFO  SQL dialect - (DialectFactoryImpl.java:66) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
28-04-2023 03:33:02 [restartedMain] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - (JtaPlatformInitiator.java:51) - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
28-04-2023 03:33:02 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:437) - Initialized JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 03:33:02 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration - (JpaBaseConfiguration.java:231) - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
28-04-2023 03:33:03 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain - (DefaultSecurityFilterChain.java:54) - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2164101b, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@66f9e7a6, org.springframework.security.web.context.SecurityContextHolderFilter@1c62eeae, org.springframework.security.web.header.HeaderWriterFilter@2fa1e346, org.springframework.security.web.authentication.logout.LogoutFilter@2c62ff91, org.springframework.security.oauth2.server.resource.web.authentication.BearerTokenAuthenticationFilter@16a61b98, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@255cac85, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4e03a670, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@40255a3a, org.springframework.security.web.session.SessionManagementFilter@1c60b71a, org.springframework.security.web.access.ExceptionTranslationFilter@2ecd084a, org.springframework.security.web.access.intercept.AuthorizationFilter@38eff84b]
28-04-2023 03:33:03 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer - (OptionalLiveReloadServer.java:59) - LiveReload server is running on port 35729
28-04-2023 03:33:03 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:220) - Tomcat started on port(s): 8080 (http) with context path ''
28-04-2023 03:33:03 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:57) - Started BlogApiApplication in 6.199 seconds (process running for 7.727)
28-04-2023 03:33:54 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - (FrameworkServlet.java:532) - Initializing Servlet 'dispatcherServlet'
28-04-2023 03:33:54 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - (FrameworkServlet.java:554) - Completed initialization in 4 ms
28-04-2023 03:34:18 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:650) - Closing JPA EntityManagerFactory for persistence unit 'default'
